speed	time
69	"2016-04-15 12:26:04,837"
69	"2016-04-15 12:26:05,819"
69	"2016-04-15 12:26:06,810"
69	"2016-04-15 12:26:07,811"
69	"2016-04-15 12:26:08,800"
69	"2016-04-15 12:26:09,817"
69	"2016-04-15 12:26:10,797"
69	"2016-04-15 12:26:11,801"
69	"2016-04-15 12:26:12,838"
69	"2016-04-15 12:26:13,849"
69	"2016-04-15 12:26:14,842"
69	"2016-04-15 12:26:15,870"
68	"2016-04-15 12:26:16,858"
68	"2016-04-15 12:26:17,861"
68	"2016-04-15 12:26:18,849"
68	"2016-04-15 12:26:19,849"
68	"2016-04-15 12:26:20,849"
69	"2016-04-15 12:26:21,856"
69	"2016-04-15 12:26:22,852"
69	"2016-04-15 12:26:23,851"
70	"2016-04-15 12:26:24,843"
70	"2016-04-15 12:26:25,850"
71	"2016-04-15 12:26:26,837"
71	"2016-04-15 12:26:27,864"
71	"2016-04-15 12:26:28,830"
71	"2016-04-15 12:26:29,871"
72	"2016-04-15 12:26:30,869"
72	"2016-04-15 12:26:31,850"
72	"2016-04-15 12:26:32,830"
72	"2016-04-15 12:26:33,860"
72	"2016-04-15 12:26:34,841"
73	"2016-04-15 12:26:35,837"
73	"2016-04-15 12:26:36,841"
73	"2016-04-15 12:26:37,849"
73	"2016-04-15 12:26:38,841"
73	"2016-04-15 12:26:39,846"
72	"2016-04-15 12:26:40,870"
71	"2016-04-15 12:26:41,832"
70	"2016-04-15 12:26:42,849"
70	"2016-04-15 12:26:43,852"
70	"2016-04-15 12:26:44,832"
71	"2016-04-15 12:26:45,832"
71	"2016-04-15 12:26:46,860"
72	"2016-04-15 12:26:47,890"
73	"2016-04-15 12:26:48,872"
73	"2016-04-15 12:26:49,834"
73	"2016-04-15 12:26:50,882"
73	"2016-04-15 12:26:51,862"
73	"2016-04-15 12:26:52,862"
73	"2016-04-15 12:26:53,906"
73	"2016-04-15 12:26:54,872"
73	"2016-04-15 12:26:55,894"
73	"2016-04-15 12:26:56,882"
72	"2016-04-15 12:26:57,881"
72	"2016-04-15 12:26:58,889"
72	"2016-04-15 12:26:59,882"
72	"2016-04-15 12:27:00,904"
72	"2016-04-15 12:27:01,914"
72	"2016-04-15 12:27:02,911"
73	"2016-04-15 12:27:03,902"
73	"2016-04-15 12:27:04,913"
74	"2016-04-15 12:27:05,930"
74	"2016-04-15 12:27:06,932"
75	"2016-04-15 12:27:07,942"
75	"2016-04-15 12:27:08,922"
76	"2016-04-15 12:27:09,921"
76	"2016-04-15 12:27:10,930"
76	"2016-04-15 12:27:11,968"
76	"2016-04-15 12:27:12,966"
76	"2016-04-15 12:27:13,976"
76	"2016-04-15 12:27:14,967"
76	"2016-04-15 12:27:15,968"
76	"2016-04-15 12:27:16,947"
75	"2016-04-15 12:27:17,946"
75	"2016-04-15 12:27:18,938"
74	"2016-04-15 12:27:19,953"
75	"2016-04-15 12:27:20,946"
74	"2016-04-15 12:27:22,006"
74	"2016-04-15 12:27:22,959"
74	"2016-04-15 12:27:23,975"
74	"2016-04-15 12:27:25,006"
74	"2016-04-15 12:27:25,975"
73	"2016-04-15 12:27:26,965"
74	"2016-04-15 12:27:27,987"
74	"2016-04-15 12:27:28,985"
75	"2016-04-15 12:27:29,966"
75	"2016-04-15 12:27:30,983"
76	"2016-04-15 12:27:31,964"
76	"2016-04-15 12:27:32,995"
76	"2016-04-15 12:27:34,044"
76	"2016-04-15 12:27:34,985"
75	"2016-04-15 12:27:35,995"
75	"2016-04-15 12:27:36,992"
74	"2016-04-15 12:27:37,988"
74	"2016-04-15 12:27:39,027"
74	"2016-04-15 12:27:40,006"
73	"2016-04-15 12:27:41,045"
73	"2016-04-15 12:27:42,011"
73	"2016-04-15 12:27:43,008"
73	"2016-04-15 12:27:44,028"
73	"2016-04-15 12:27:45,050"
74	"2016-04-15 12:27:46,025"
73	"2016-04-15 12:27:47,029"
70	"2016-04-15 12:27:48,094"
60	"2016-04-15 12:27:49,047"
51	"2016-04-15 12:27:50,044"
46	"2016-04-15 12:27:51,055"
42	"2016-04-15 12:27:52,083"
40	"2016-04-15 12:27:53,068"
37	"2016-04-15 12:27:54,080"
32	"2016-04-15 12:27:55,074"
30	"2016-04-15 12:27:56,075"
27	"2016-04-15 12:27:57,079"
25	"2016-04-15 12:27:58,089"
23	"2016-04-15 12:27:59,082"
21	"2016-04-15 12:28:00,097"
20	"2016-04-15 12:28:01,124"
19	"2016-04-15 12:28:02,118"
21	"2016-04-15 12:28:03,134"
23	"2016-04-15 12:28:04,099"
25	"2016-04-15 12:28:05,135"
29	"2016-04-15 12:28:06,130"
33	"2016-04-15 12:28:07,149"
34	"2016-04-15 12:28:08,116"
33	"2016-04-15 12:28:09,102"
32	"2016-04-15 12:28:10,105"
31	"2016-04-15 12:28:11,126"
31	"2016-04-15 12:28:12,102"
30	"2016-04-15 12:28:13,125"
29	"2016-04-15 12:28:14,128"
31	"2016-04-15 12:28:15,131"
33	"2016-04-15 12:28:16,122"
33	"2016-04-15 12:28:17,122"
32	"2016-04-15 12:28:18,100"
32	"2016-04-15 12:28:19,115"
32	"2016-04-15 12:28:20,137"
31	"2016-04-15 12:28:21,106"
32	"2016-04-15 12:28:22,137"
33	"2016-04-15 12:28:23,118"
34	"2016-04-15 12:28:24,113"
33	"2016-04-15 12:28:25,119"
32	"2016-04-15 12:28:26,141"
31	"2016-04-15 12:28:27,123"
31	"2016-04-15 12:28:28,143"
30	"2016-04-15 12:28:29,154"
29	"2016-04-15 12:28:30,148"
28	"2016-04-15 12:28:31,176"
27	"2016-04-15 12:28:32,183"
26	"2016-04-15 12:28:33,175"
25	"2016-04-15 12:28:34,162"
25	"2016-04-15 12:28:35,170"
24	"2016-04-15 12:28:36,194"
23	"2016-04-15 12:28:37,175"
23	"2016-04-15 12:28:38,210"
24	"2016-04-15 12:28:39,238"
24	"2016-04-15 12:28:40,206"
23	"2016-04-15 12:28:41,232"
24	"2016-04-15 12:28:42,207"
26	"2016-04-15 12:28:43,254"
27	"2016-04-15 12:28:44,258"
27	"2016-04-15 12:28:45,255"
27	"2016-04-15 12:28:46,226"
27	"2016-04-15 12:28:47,252"
27	"2016-04-15 12:28:48,228"
27	"2016-04-15 12:28:49,225"
28	"2016-04-15 12:28:50,258"
28	"2016-04-15 12:28:51,240"
28	"2016-04-15 12:28:52,226"
27	"2016-04-15 12:28:53,226"
27	"2016-04-15 12:28:54,246"
28	"2016-04-15 12:28:55,218"
28	"2016-04-15 12:28:56,240"
28	"2016-04-15 12:28:57,249"
29	"2016-04-15 12:28:58,229"
29	"2016-04-15 12:28:59,218"
28	"2016-04-15 12:29:00,220"
28	"2016-04-15 12:29:01,222"
29	"2016-04-15 12:29:02,227"
30	"2016-04-15 12:29:03,237"
31	"2016-04-15 12:29:04,221"
31	"2016-04-15 12:29:05,222"
30	"2016-04-15 12:29:06,246"
29	"2016-04-15 12:29:07,239"
28	"2016-04-15 12:29:08,229"
27	"2016-04-15 12:29:09,218"
26	"2016-04-15 12:29:10,228"
27	"2016-04-15 12:29:11,251"
29	"2016-04-15 12:29:12,249"
30	"2016-04-15 12:29:13,257"
30	"2016-04-15 12:29:14,249"
31	"2016-04-15 12:29:15,276"
31	"2016-04-15 12:29:16,270"
30	"2016-04-15 12:29:17,266"
29	"2016-04-15 12:29:18,278"
29	"2016-04-15 12:29:19,289"
31	"2016-04-15 12:29:20,294"
33	"2016-04-15 12:29:21,317"
35	"2016-04-15 12:29:22,329"
34	"2016-04-15 12:29:23,299"
33	"2016-04-15 12:29:24,311"
33	"2016-04-15 12:29:25,319"
34	"2016-04-15 12:29:26,307"
33	"2016-04-15 12:29:27,297"
33	"2016-04-15 12:29:28,316"
33	"2016-04-15 12:29:29,350"
32	"2016-04-15 12:29:30,335"
31	"2016-04-15 12:29:31,336"
30	"2016-04-15 12:29:32,337"
29	"2016-04-15 12:29:33,329"
28	"2016-04-15 12:29:34,328"
28	"2016-04-15 12:29:35,329"
28	"2016-04-15 12:29:36,331"
29	"2016-04-15 12:29:37,338"
30	"2016-04-15 12:29:38,320"
30	"2016-04-15 12:29:39,335"
29	"2016-04-15 12:29:40,349"
27	"2016-04-15 12:29:41,338"
26	"2016-04-15 12:29:42,339"
25	"2016-04-15 12:29:43,339"
28	"2016-04-15 12:29:44,340"
31	"2016-04-15 12:29:45,338"
34	"2016-04-15 12:29:46,359"
37	"2016-04-15 12:29:47,326"
37	"2016-04-15 12:29:48,329"
36	"2016-04-15 12:29:49,321"
36	"2016-04-15 12:29:50,348"
35	"2016-04-15 12:29:51,386"
33	"2016-04-15 12:29:52,343"
34	"2016-04-15 12:29:53,339"
36	"2016-04-15 12:29:54,360"
38	"2016-04-15 12:29:55,330"
39	"2016-04-15 12:29:56,327"
39	"2016-04-15 12:29:57,352"
40	"2016-04-15 12:29:58,345"
41	"2016-04-15 12:29:59,385"
43	"2016-04-15 12:30:00,349"
45	"2016-04-15 12:30:01,384"
47	"2016-04-15 12:30:02,377"
47	"2016-04-15 12:30:03,381"
47	"2016-04-15 12:30:04,387"
45	"2016-04-15 12:30:05,446"
44	"2016-04-15 12:30:06,422"
43	"2016-04-15 12:30:07,384"
42	"2016-04-15 12:30:08,414"
41	"2016-04-15 12:30:09,400"
39	"2016-04-15 12:30:10,373"
39	"2016-04-15 12:30:11,403"
38	"2016-04-15 12:30:12,381"
39	"2016-04-15 12:30:13,404"
40	"2016-04-15 12:30:14,429"
41	"2016-04-15 12:30:15,393"
40	"2016-04-15 12:30:16,487"
39	"2016-04-15 12:30:17,440"
38	"2016-04-15 12:30:18,410"
36	"2016-04-15 12:30:19,420"
36	"2016-04-15 12:30:20,422"
34	"2016-04-15 12:30:21,416"
34	"2016-04-15 12:30:22,448"
34	"2016-04-15 12:30:23,408"
35	"2016-04-15 12:30:24,408"
35	"2016-04-15 12:30:25,413"
36	"2016-04-15 12:30:26,422"
36	"2016-04-15 12:30:27,448"
36	"2016-04-15 12:30:28,468"
36	"2016-04-15 12:30:29,448"
37	"2016-04-15 12:30:30,427"
37	"2016-04-15 12:30:31,466"
39	"2016-04-15 12:30:32,429"
40	"2016-04-15 12:30:33,418"
43	"2016-04-15 12:30:34,455"
44	"2016-04-15 12:30:35,443"
43	"2016-04-15 12:30:36,436"
43	"2016-04-15 12:30:37,467"
45	"2016-04-15 12:30:38,418"
46	"2016-04-15 12:30:39,440"
45	"2016-04-15 12:30:40,442"
46	"2016-04-15 12:30:41,428"
47	"2016-04-15 12:30:42,446"
47	"2016-04-15 12:30:43,463"
48	"2016-04-15 12:30:44,457"
49	"2016-04-15 12:30:45,454"
49	"2016-04-15 12:30:46,456"
48	"2016-04-15 12:30:47,464"
48	"2016-04-15 12:30:48,456"
47	"2016-04-15 12:30:49,460"
46	"2016-04-15 12:30:50,446"
45	"2016-04-15 12:30:51,504"
41	"2016-04-15 12:30:52,461"
40	"2016-04-15 12:30:53,450"
39	"2016-04-15 12:30:54,454"
40	"2016-04-15 12:30:55,485"
40	"2016-04-15 12:30:56,487"
39	"2016-04-15 12:30:57,459"
38	"2016-04-15 12:30:58,456"
39	"2016-04-15 12:30:59,464"
39	"2016-04-15 12:31:00,526"
41	"2016-04-15 12:31:01,470"
42	"2016-04-15 12:31:02,476"
42	"2016-04-15 12:31:03,523"
42	"2016-04-15 12:31:04,540"
42	"2016-04-15 12:31:05,565"
42	"2016-04-15 12:31:06,851"
42	"2016-04-15 12:31:07,674"
42	"2016-04-15 12:31:08,548"
43	"2016-04-15 12:31:09,529"
42	"2016-04-15 12:31:10,593"
41	"2016-04-15 12:31:11,555"
43	"2016-04-15 12:31:12,538"
45	"2016-04-15 12:31:13,530"
47	"2016-04-15 12:31:14,546"
46	"2016-04-15 12:31:15,560"
44	"2016-04-15 12:31:16,565"
43	"2016-04-15 12:31:17,557"
42	"2016-04-15 12:31:18,549"
41	"2016-04-15 12:31:19,567"
41	"2016-04-15 12:31:20,572"
41	"2016-04-15 12:31:21,561"
40	"2016-04-15 12:31:22,560"
39	"2016-04-15 12:31:23,559"
39	"2016-04-15 12:31:24,736"
40	"2016-04-15 12:31:25,669"
40	"2016-04-15 12:31:26,616"
40	"2016-04-15 12:31:27,761"
41	"2016-04-15 12:31:28,669"
40	"2016-04-15 12:31:29,734"
39	"2016-04-15 12:31:30,942"
39	"2016-04-15 12:31:32,036"
41	"2016-04-15 12:31:32,589"
42	"2016-04-15 12:31:33,590"
41	"2016-04-15 12:31:34,598"
41	"2016-04-15 12:31:35,609"
41	"2016-04-15 12:31:36,620"
42	"2016-04-15 12:31:37,634"
43	"2016-04-15 12:31:38,649"
44	"2016-04-15 12:31:39,643"
43	"2016-04-15 12:31:40,625"
44	"2016-04-15 12:31:41,636"
45	"2016-04-15 12:31:42,670"
44	"2016-04-15 12:31:43,618"
43	"2016-04-15 12:31:44,656"
43	"2016-04-15 12:31:45,684"
44	"2016-04-15 12:31:46,675"
43	"2016-04-15 12:31:47,686"
42	"2016-04-15 12:31:48,696"
41	"2016-04-15 12:31:49,666"
42	"2016-04-15 12:31:50,665"
41	"2016-04-15 12:31:52,175"
40	"2016-04-15 12:31:52,714"
39	"2016-04-15 12:31:53,804"
39	"2016-04-15 12:31:55,087"
39	"2016-04-15 12:31:55,931"
37	"2016-04-15 12:31:56,764"
36	"2016-04-15 12:31:57,704"
35	"2016-04-15 12:31:58,709"
34	"2016-04-15 12:31:59,699"
34	"2016-04-15 12:32:01,109"
35	"2016-04-15 12:32:01,856"
35	"2016-04-15 12:32:02,765"
35	"2016-04-15 12:32:03,684"
33	"2016-04-15 12:32:04,769"
32	"2016-04-15 12:32:05,757"
30	"2016-04-15 12:32:08,860"
28	"2016-04-15 12:32:08,860"
27	"2016-04-15 12:32:11,022"
26	"2016-04-15 12:32:11,022"
25	"2016-04-15 12:32:11,023"
22	"2016-04-15 12:32:12,157"
19	"2016-04-15 12:32:13,277"
15	"2016-04-15 12:32:14,086"
12	"2016-04-15 12:32:17,001"
8	"2016-04-15 12:32:17,002"
7	"2016-04-15 12:32:17,002"
7	"2016-04-15 12:32:17,738"
7	"2016-04-15 12:32:18,738"
7	"2016-04-15 12:32:19,726"
7	"2016-04-15 12:32:20,750"
9	"2016-04-15 12:32:21,731"
11	"2016-04-15 12:32:22,778"
13	"2016-04-15 12:32:23,756"
15	"2016-04-15 12:32:24,729"
18	"2016-04-15 12:32:25,770"
20	"2016-04-15 12:32:26,750"
21	"2016-04-15 12:32:27,834"
23	"2016-04-15 12:32:28,761"
25	"2016-04-15 12:32:29,764"
26	"2016-04-15 12:32:30,778"
26	"2016-04-15 12:32:31,778"
26	"2016-04-15 12:32:32,760"
27	"2016-04-15 12:32:33,787"
27	"2016-04-15 12:32:34,761"
27	"2016-04-15 12:32:35,769"
27	"2016-04-15 12:32:36,797"
24	"2016-04-15 12:32:37,759"
20	"2016-04-15 12:32:38,763"
17	"2016-04-15 12:32:39,784"
14	"2016-04-15 12:32:40,781"
9	"2016-04-15 12:32:41,766"
4	"2016-04-15 12:32:42,798"
0	"2016-04-15 12:32:43,803"
0	"2016-04-15 12:32:44,811"
0	"2016-04-15 12:32:45,823"
0	"2016-04-15 12:32:46,808"
0	"2016-04-15 12:32:47,788"
0	"2016-04-15 12:32:48,834"
0	"2016-04-15 12:32:49,799"
0	"2016-04-15 12:32:50,785"
0	"2016-04-15 12:32:51,845"
0	"2016-04-15 12:32:52,808"
0	"2016-04-15 12:32:53,806"
0	"2016-04-15 12:32:54,799"
0	"2016-04-15 12:32:55,809"
0	"2016-04-15 12:32:56,801"
0	"2016-04-15 12:32:57,813"
0	"2016-04-15 12:32:58,821"
0	"2016-04-15 12:32:59,822"
0	"2016-04-15 12:33:00,823"
0	"2016-04-15 12:33:01,857"
0	"2016-04-15 12:33:02,850"
0	"2016-04-15 12:33:03,863"
0	"2016-04-15 12:33:04,873"
0	"2016-04-15 12:33:05,902"
0	"2016-04-15 12:33:07,014"
0	"2016-04-15 12:33:07,841"
0	"2016-04-15 12:33:08,858"
0	"2016-04-15 12:33:09,874"
0	"2016-04-15 12:33:10,863"
0	"2016-04-15 12:33:11,871"
0	"2016-04-15 12:33:12,894"
0	"2016-04-15 12:33:13,936"
0	"2016-04-15 12:33:15,100"
0	"2016-04-15 12:33:16,036"
0	"2016-04-15 12:33:16,997"
0	"2016-04-15 12:33:17,913"
0	"2016-04-15 12:33:18,868"
0	"2016-04-15 12:33:19,896"
0	"2016-04-15 12:33:21,173"
0	"2016-04-15 12:33:21,883"
0	"2016-04-15 12:33:22,942"
0	"2016-04-15 12:33:23,908"
0	"2016-04-15 12:33:24,910"
0	"2016-04-15 12:33:25,973"
0	"2016-04-15 12:33:26,934"
0	"2016-04-15 12:33:27,924"
0	"2016-04-15 12:33:28,925"
0	"2016-04-15 12:33:29,942"
0	"2016-04-15 12:33:30,923"
0	"2016-04-15 12:33:31,929"
0	"2016-04-15 12:33:32,920"
0	"2016-04-15 12:33:33,911"
0	"2016-04-15 12:33:34,936"
0	"2016-04-15 12:33:35,922"
0	"2016-04-15 12:33:36,919"
0	"2016-04-15 12:33:37,912"
0	"2016-04-15 12:33:38,929"
1	"2016-04-15 12:33:39,910"
0	"2016-04-15 12:33:40,903"
0	"2016-04-15 12:33:41,920"
0	"2016-04-15 12:33:42,931"
0	"2016-04-15 12:33:43,991"
0	"2016-04-15 12:33:44,938"
0	"2016-04-15 12:33:45,900"
0	"2016-04-15 12:33:46,940"
0	"2016-04-15 12:33:47,930"
0	"2016-04-15 12:33:48,929"
0	"2016-04-15 12:33:49,899"
0	"2016-04-15 12:33:50,928"
0	"2016-04-15 12:33:51,942"
0	"2016-04-15 12:33:52,925"
0	"2016-04-15 12:33:53,952"
1	"2016-04-15 12:33:54,946"
5	"2016-04-15 12:33:55,928"
11	"2016-04-15 12:33:56,929"
18	"2016-04-15 12:33:57,939"
22	"2016-04-15 12:33:58,948"
27	"2016-04-15 12:33:59,968"
30	"2016-04-15 12:34:00,971"
32	"2016-04-15 12:34:01,980"
33	"2016-04-15 12:34:02,999"
35	"2016-04-15 12:34:03,986"
36	"2016-04-15 12:34:05,013"
37	"2016-04-15 12:34:06,022"
38	"2016-04-15 12:34:06,985"
40	"2016-04-15 12:34:08,001"
41	"2016-04-15 12:34:09,020"
41	"2016-04-15 12:34:09,998"
41	"2016-04-15 12:34:11,013"
42	"2016-04-15 12:34:11,997"
43	"2016-04-15 12:34:13,016"
44	"2016-04-15 12:34:14,012"
45	"2016-04-15 12:34:15,000"
46	"2016-04-15 12:34:16,009"
45	"2016-04-15 12:34:17,011"
44	"2016-04-15 12:34:17,993"
43	"2016-04-15 12:34:19,023"
44	"2016-04-15 12:34:20,013"
45	"2016-04-15 12:34:20,995"
46	"2016-04-15 12:34:21,999"
47	"2016-04-15 12:34:22,986"
47	"2016-04-15 12:34:23,978"
47	"2016-04-15 12:34:24,985"
48	"2016-04-15 12:34:25,979"
48	"2016-04-15 12:34:26,979"
47	"2016-04-15 12:34:27,993"
47	"2016-04-15 12:34:29,004"
46	"2016-04-15 12:34:30,033"
45	"2016-04-15 12:34:31,029"
45	"2016-04-15 12:34:32,025"
47	"2016-04-15 12:34:33,053"
48	"2016-04-15 12:34:34,045"
47	"2016-04-15 12:34:35,054"
47	"2016-04-15 12:34:36,053"
45	"2016-04-15 12:34:37,032"
44	"2016-04-15 12:34:38,041"
43	"2016-04-15 12:34:39,047"
42	"2016-04-15 12:34:40,050"
40	"2016-04-15 12:34:41,061"
40	"2016-04-15 12:34:42,053"
42	"2016-04-15 12:34:43,051"
43	"2016-04-15 12:34:44,040"
45	"2016-04-15 12:34:45,068"
46	"2016-04-15 12:34:46,042"
45	"2016-04-15 12:34:47,071"
44	"2016-04-15 12:34:48,057"
43	"2016-04-15 12:34:49,072"
43	"2016-04-15 12:34:50,083"
43	"2016-04-15 12:34:51,069"
43	"2016-04-15 12:34:52,067"
42	"2016-04-15 12:34:53,066"
41	"2016-04-15 12:34:54,088"
41	"2016-04-15 12:34:55,106"
40	"2016-04-15 12:34:56,064"
40	"2016-04-15 12:34:57,068"
38	"2016-04-15 12:34:58,081"
37	"2016-04-15 12:34:59,083"
37	"2016-04-15 12:35:00,082"
37	"2016-04-15 12:35:01,093"
34	"2016-04-15 12:35:02,069"
29	"2016-04-15 12:35:03,059"
21	"2016-04-15 12:35:04,067"
20	"2016-04-15 12:35:05,070"
20	"2016-04-15 12:35:06,081"
20	"2016-04-15 12:35:07,103"
20	"2016-04-15 12:35:08,063"
22	"2016-04-15 12:35:09,101"
24	"2016-04-15 12:35:10,093"
29	"2016-04-15 12:35:11,102"
34	"2016-04-15 12:35:12,136"
38	"2016-04-15 12:35:13,111"
41	"2016-04-15 12:35:14,095"
43	"2016-04-15 12:35:15,113"
45	"2016-04-15 12:35:16,096"
49	"2016-04-15 12:35:17,097"
54	"2016-04-15 12:35:18,125"
58	"2016-04-15 12:35:19,102"
56	"2016-04-15 12:35:20,123"
54	"2016-04-15 12:35:21,120"
52	"2016-04-15 12:35:22,115"
49	"2016-04-15 12:35:23,109"
48	"2016-04-15 12:35:24,104"
47	"2016-04-15 12:35:25,164"
47	"2016-04-15 12:35:26,155"
46	"2016-04-15 12:35:27,111"
46	"2016-04-15 12:35:28,114"
45	"2016-04-15 12:35:29,183"
45	"2016-04-15 12:35:30,179"
44	"2016-04-15 12:35:31,251"
42	"2016-04-15 12:35:32,474"
40	"2016-04-15 12:35:33,596"
35	"2016-04-15 12:35:34,471"
32	"2016-04-15 12:35:35,349"
29	"2016-04-15 12:35:36,150"
28	"2016-04-15 12:35:37,259"
25	"2016-04-15 12:35:38,468"
19	"2016-04-15 12:35:39,742"
14	"2016-04-15 12:35:40,612"
11	"2016-04-15 12:35:41,374"
10	"2016-04-15 12:35:42,171"
6	"2016-04-15 12:35:43,190"
4	"2016-04-15 12:35:44,213"
2	"2016-04-15 12:35:45,178"
0	"2016-04-15 12:35:46,216"
0	"2016-04-15 12:35:47,225"
0	"2016-04-15 12:35:48,219"
0	"2016-04-15 12:35:49,205"
0	"2016-04-15 12:35:50,203"
0	"2016-04-15 12:35:51,265"
0	"2016-04-15 12:35:52,219"
0	"2016-04-15 12:35:53,341"
0	"2016-04-15 12:35:54,216"
0	"2016-04-15 12:35:55,228"
0	"2016-04-15 12:35:56,204"
0	"2016-04-15 12:35:57,271"
0	"2016-04-15 12:35:58,331"
0	"2016-04-15 12:35:59,235"
0	"2016-04-15 12:36:00,237"
0	"2016-04-15 12:36:01,221"
0	"2016-04-15 12:36:02,192"
0	"2016-04-15 12:36:03,285"
0	"2016-04-15 12:36:04,202"
0	"2016-04-15 12:36:05,284"
0	"2016-04-15 12:36:06,223"
0	"2016-04-15 12:36:07,232"
0	"2016-04-15 12:36:08,231"
0	"2016-04-15 12:36:09,215"
0	"2016-04-15 12:36:10,283"
0	"2016-04-15 12:36:11,221"
0	"2016-04-15 12:36:12,235"
0	"2016-04-15 12:36:13,216"
0	"2016-04-15 12:36:14,261"
0	"2016-04-15 12:36:15,226"
0	"2016-04-15 12:36:16,266"
0	"2016-04-15 12:36:17,251"
0	"2016-04-15 12:36:18,396"
0	"2016-04-15 12:36:19,280"
0	"2016-04-15 12:36:20,298"
0	"2016-04-15 12:36:21,322"
0	"2016-04-15 12:36:22,386"
0	"2016-04-15 12:36:23,319"
0	"2016-04-15 12:36:24,329"
0	"2016-04-15 12:36:25,324"
0	"2016-04-15 12:36:26,365"
0	"2016-04-15 12:36:27,358"
0	"2016-04-15 12:36:28,340"
0	"2016-04-15 12:36:29,420"
0	"2016-04-15 12:36:30,395"
0	"2016-04-15 12:36:31,365"
0	"2016-04-15 12:36:32,394"
0	"2016-04-15 12:36:33,395"
0	"2016-04-15 12:36:34,413"
0	"2016-04-15 12:36:35,358"
0	"2016-04-15 12:36:36,328"
0	"2016-04-15 12:36:37,382"
0	"2016-04-15 12:36:38,393"
0	"2016-04-15 12:36:39,362"
0	"2016-04-15 12:36:40,385"
0	"2016-04-15 12:36:41,366"
0	"2016-04-15 12:36:42,376"
0	"2016-04-15 12:36:43,330"
0	"2016-04-15 12:36:44,375"
0	"2016-04-15 12:36:45,358"
0	"2016-04-15 12:36:46,617"
0	"2016-04-15 12:36:47,615"
0	"2016-04-15 12:36:48,343"
0	"2016-04-15 12:36:49,362"
0	"2016-04-15 12:36:50,360"
0	"2016-04-15 12:36:51,387"
0	"2016-04-15 12:36:52,357"
0	"2016-04-15 12:36:53,434"
0	"2016-04-15 12:36:54,390"
0	"2016-04-15 12:36:55,443"
0	"2016-04-15 12:36:56,394"
1	"2016-04-15 12:36:57,462"
2	"2016-04-15 12:36:58,430"
4	"2016-04-15 12:36:59,434"
5	"2016-04-15 12:37:00,473"
5	"2016-04-15 12:37:01,433"
5	"2016-04-15 12:37:02,413"
5	"2016-04-15 12:37:03,544"
5	"2016-04-15 12:37:04,413"
6	"2016-04-15 12:37:05,573"
8	"2016-04-15 12:37:06,419"
11	"2016-04-15 12:37:07,437"
12	"2016-04-15 12:37:08,425"
12	"2016-04-15 12:37:09,429"
11	"2016-04-15 12:37:10,528"
9	"2016-04-15 12:37:11,470"
7	"2016-04-15 12:37:12,463"
5	"2016-04-15 12:37:13,406"
3	"2016-04-15 12:37:14,444"
2	"2016-04-15 12:37:15,466"
0	"2016-04-15 12:37:16,508"
1	"2016-04-15 12:37:17,473"
1	"2016-04-15 12:37:18,467"
2	"2016-04-15 12:37:19,435"
3	"2016-04-15 12:37:20,474"
3	"2016-04-15 12:37:21,511"
4	"2016-04-15 12:37:22,438"
9	"2016-04-15 12:37:23,432"
15	"2016-04-15 12:37:24,436"
21	"2016-04-15 12:37:25,455"
21	"2016-04-15 12:37:26,470"
20	"2016-04-15 12:37:27,437"
19	"2016-04-15 12:37:28,482"
18	"2016-04-15 12:37:29,473"
19	"2016-04-15 12:37:30,483"
21	"2016-04-15 12:37:31,480"
25	"2016-04-15 12:37:32,446"
31	"2016-04-15 12:37:33,478"
36	"2016-04-15 12:37:34,644"
36	"2016-04-15 12:37:35,518"
35	"2016-04-15 12:37:36,465"
34	"2016-04-15 12:37:37,456"
35	"2016-04-15 12:37:38,536"
37	"2016-04-15 12:37:39,475"
38	"2016-04-15 12:37:40,485"
38	"2016-04-15 12:37:41,477"
38	"2016-04-15 12:37:42,487"
37	"2016-04-15 12:37:43,462"
36	"2016-04-15 12:37:44,470"
35	"2016-04-15 12:37:45,495"
35	"2016-04-15 12:37:46,515"
34	"2016-04-15 12:37:47,514"
33	"2016-04-15 12:37:48,505"
32	"2016-04-15 12:37:49,524"
31	"2016-04-15 12:37:50,523"
30	"2016-04-15 12:37:51,515"
28	"2016-04-15 12:37:52,536"
27	"2016-04-15 12:37:53,517"
26	"2016-04-15 12:37:54,536"
23	"2016-04-15 12:37:55,535"
20	"2016-04-15 12:37:56,522"
17	"2016-04-15 12:37:57,526"
15	"2016-04-15 12:37:58,538"
14	"2016-04-15 12:37:59,528"
13	"2016-04-15 12:38:00,517"
12	"2016-04-15 12:38:01,526"
11	"2016-04-15 12:38:02,515"
10	"2016-04-15 12:38:03,557"
7	"2016-04-15 12:38:04,541"
4	"2016-04-15 12:38:05,556"
1	"2016-04-15 12:38:06,534"
0	"2016-04-15 12:38:07,528"
0	"2016-04-15 12:38:08,532"
0	"2016-04-15 12:38:09,538"
0	"2016-04-15 12:38:10,543"
0	"2016-04-15 12:38:11,542"
0	"2016-04-15 12:38:12,532"
0	"2016-04-15 12:38:13,553"
0	"2016-04-15 12:38:14,556"
0	"2016-04-15 12:38:15,580"
1	"2016-04-15 12:38:16,562"
1	"2016-04-15 12:38:17,558"
0	"2016-04-15 12:38:18,566"
0	"2016-04-15 12:38:19,565"
0	"2016-04-15 12:38:20,572"
0	"2016-04-15 12:38:21,579"
